split,speaker_id,sentence_id,text,duration,throat_path,acoustic_path
train,p01,u19,최대 삼 개월 과정의 도배 양장기능사 제과제빵기능사 등의 기술 프로그램과 캘리그라피 현대생활한복 수채화 그리기 등의 취미 프로그램 등 모두 이십 여 개 과정이다,11.641249656677246,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u19.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u19.wav
train,p01,u20,특히 구는 내년에 생활도예 단기특강을 새로 만들어 전문강좌를 통해 실생활 필요한 도자기를 만들 수 있도록 할 계획이다,8.684000015258789,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u20.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u20.wav
train,p01,u21,또 오는 이십 이 일에는 일 일 무료 특강으로 구겔호프 케이크 만들기 강좌를 열어 연말 크리스마스 분위기를 느낄 수 있도록 할 방침이다,8.664875030517578,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u21.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u21.wav
train,p01,u22,구겔호프 케이크는 파운드 질감의 빵을 케이크 틀에 넣어 만드는 형태의 독일식 케이크이다,5.425624847412109,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u22.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u22.wav
train,p01,u23,이 밖에 코로나 일구 장기화로 인한 아동양육 부담을 해결하기 위해 양육자를 위한 특강을 마련한다,6.817625045776367,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u23.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u23.wav
train,p01,u24,앞서 구는 지난 천 구백 구십 이 년부터 주민들의 교육과 문화 정보 습득 및 교류를 위해 여성회관을 운영하고 있다,7.896124839782715,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u24.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u24.wav
train,p01,u25,자원봉사 활동과 특강을 연계해 지역공동체 형성 및 발전에도 기여하고 있다,5.472875118255615,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u25.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u25.wav
train,p01,u26,김찬진 동구청장은 주민 교육에 대한 자질과 능력을 향상할 수 있도록 다양한 프로그램을 운영할 것이라며 주민들의 많은 관심과 참여를 부탁드린다고 했다,10.403124809265137,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u26.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u26.wav
train,p01,u27,경찰이 지난 주말 서울 강남구의 한 클럽에 방문한 이십 대 여성의 귀가 잘렸다는 신고를 접수하고 조사에 나섰다,7.51924991607666,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u27.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u27.wav
train,p01,u28,십 일 일 경찰에 따르면 서울 강남경찰서는 지난 구 일 강남구 논현동에 위치한 클럽에서 여성 에이 씨의 귀가 잘렸다는 신고를 접수해 내사에 착수했다,9.746000289916992,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u28.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u28.wav
train,p01,u29,에이 씨는 지난 구 일 낮 해당 클럽에서 만취한 상태로 클럽 관계자에게 발견됐다,5.422500133514404,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u29.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u29.wav
train,p01,u30,당시 클럽 관계자는 피를 흘리는 에이 씨를 보고 일일구에 신고했으나 에이 씨가 치료를 거부해 응급처치만 받고 귀가했다,7.742249965667725,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u30.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u30.wav
train,p01,u31,이튿날 오전 네 시쯤 에이 씨는 상처를 치료하기 위해 응급실을 찾았고 다시 경찰에도 신고했다,6.562250137329102,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u31.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u31.wav
train,p01,u32,에이 씨는 술에 깨보니 귀가 잘려 있었으며 어떤 경위로 잘린 것인지 기억나지 않는다는 취지로 진술한 것으로 전해졌다,8.16100025177002,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u32.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u32.wav
train,p01,u33,경찰은 클럽 내 씨씨티비 등을 통해 정확한 사고 경위를 조사하는 한편 여성을 진찰한 의사도 면담할 예정이다,7.072249889373779,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u33.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u33.wav
train,p01,u34,한 만취운전자가 좁은 골목에서 빠른 속도로 달리다가 행인을 친 뒤 도주를 시도해 경찰에 덜미를 잡히는 영상이 공개돼 공분이 일고 있다,9.554750442504883,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u34.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u34.wav
train,p01,u35,이십 삼 일 서울 경찰 공식 페이스북에는 대낮에 사람치고 도주한 겁 없는 만취 뺑소니범 검거라는 제목으로 한 게시물이 올라왔다,8.880999565124512,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u35.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u35.wav
train,p01,u36,공개된 영상을 보면 지난달 서울시 동작구의 한 골목길에 흰색 승용차가 빠르게 진입한다,6.084249973297119,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u36.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u36.wav
train,p01,u37,해당 차량은 다른 차를 피해 골목으로 진입한 뒤 이내 가만히 서 있는 보행자를 들이받는다,6.013000011444092,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u37.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u37.wav
train,p01,u38,이 차량은 사람을 친 후 빠르게 현장에서 도주했고 보행자를 치고 도주한 차가 있다는 신고가 일일이에 접수됐다,7.026875019073486,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u38.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u38.wav
train,p01,u39,뺑소니 차와 음주 의심 차량이 같은 차량임을 확인한 경찰은 곧바로 추적에 나서 검거에 성공했다,6.2532501220703125,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u39.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u39.wav
train,p01,u40,당시 뺑소니 차량 운전자 음주 측정 결과 면허 취소 수치였던 것으로 드러났다,5.618124961853027,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u40.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u40.wav
train,p01,u41,술을 마시고 운전을 하다 사고를 내 사람이 사망할 경우 최대 무기징역까지 처벌받을 수 있다,5.918499946594238,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u41.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u41.wav
train,p01,u42,보통 혈중알코올농도 영 점 일이 퍼센트 이상 상태에서 운전을 하다 사람을 다치게 하거나 사망케 한 경우 적용된다,7.741000175476074,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u42.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u42.wav
train,p01,u43,두산에너빌리티가 상업용 가스 제조기업 덕양과 화공플랜트 디지털 플랫폼 구축과 수소 사업 협력을 시작한다,7.404125213623047,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u43.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u43.wav
train,p01,u44,이십 육 일 두산에너빌리티는 수소 등 산업용 가스 제조 전문기업인 덕양과 디지털 및 수소 사업에 대한 상호 협력을 위한 업무 협약을 체결했다고 밝혔다,10.541625022888184,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u44.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u44.wav
train,p01,u45,덕양은 국내 최대 수소 공급 생산 기업으로 국내 유통되는 산업용 수소의 약 사십 퍼센트 국내 탄장 시장의 약 십 이 퍼센트를 차지하고 있다,11.060999870300293,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u45.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u45.wav
train,p01,u46,이번 협약을 통해 두산에너빌리티의 디지털 기술과 덕양의 화공플랜트 운영 역량을 결합해 관련 디지털 플랫폼 구축에 대해 협력할 예정이다,9.947999954223633,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u46.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u46.wav
train,p01,u47,화공플랜트에 디지털 트윈 예측 진단 등 솔루션을 도입하면 플랜트의 환경 오염 배출물을 줄이고 원가 절감 공간 가동률 증대에 기여할 수 있다,10.618374824523926,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u47.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u47.wav
train,p01,u48,이어 양사는 수소의 생산 유통 활용 분야에서도 포괄적 협력 관계를 구축하기로 했다,5.979499816894531,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u48.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u48.wav
train,p01,u49,전남 장성군은 쌀 적정 생산을 통한 쌀 수급 안정과 다양한 소득작물 재배 확대를 위해 다음달 삼십 일 일까지 벼 재배면적 감축 협약 신청을 받는다고 삼 일 밝혔다,11.82912540435791,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u49.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u49.wav
train,p01,u50,대상은 농업경영체를 등록한 농업인 농업법인으로 지난해 벼를 재배했으나 올해 벼 이외의 작물을 재배 및 휴경을 계획한 농지가 있을 경우다,9.635000228881836,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u50.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u50.wav
train,p01,u51,농지소재지 읍 면사무소를 방문해 벼 재배 감축 협약 신청서를 제출하면 된다,5.292250156402588,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u51.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u51.wav
train,p01,u52,타작물 종류엔 제한이 없으며 논에 벼 이외에 다른 작물을 재배하면 보조금을 지원하는 논 타작물재배 지원산업을 신청한 농가도 중복신청 가능하다,11.203125,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u52.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u52.wav
train,p01,u53,벼 재배면적 감축을 이행한 농가는 감축 실적에 따라 공공비축미 추가 배정 지역농협 무이자 자금 지원 등의 인센티브가 제공된다,10.152000427246094,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u53.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u53.wav
train,p01,u54,장성군 관계자는 쌀 수급 조절과 다양한 고소득 작물 재배 확대로 농가소득을 증대하고자 한다며 농업인들의 적극적인 참여와 협조를 당부한다고 말했다,10.818625450134277,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u54.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u54.wav
train,p01,u55,한편 장성군은 지난달부터 쌀값 하락과 그에 따른 농업인 손실을 막고자 정부 시장격리에서 유찰된 쌀과 농가 잔여미곡 이천 이백 육십 톤에 대한 자체 매입을 시작했다,12.36050033569336,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u55.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u55.wav
train,p01,u56,노영민 전 대통령비서실장이 십 구 일 검찰 조사를 마치고 나오면서 검찰을 향해 제 도끼에 제 발등을 찍힌 것이 될 것이라고 입장을 밝혔다,9.904375076293945,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u56.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u56.wav
train,p01,u57,노 전 실장은 이날 오후 아홉 시 삼십 분쯤 서울중앙지검 공공수사 삼 부 조사를 마치고 나오면서 이같이 말했다,9.206125259399414,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u57.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u57.wav
train,p01,u58,노 전 실장은 우리 국민의 생명과 안전이 먼저라며 평화통일 지향과 분단의 평화적 관리는 헌법적 의무라고 강조했다,9.010499954223633,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u58.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u58.wav
train,p01,u59,이어 국익에 기반한 남북관계 등 안보조차 전 정권에 대한 정치보복 대상으로 삼는 것은 자부월족 즉 제 도끼에 제 발등을 찍히는 것이 될 것이라고 했다,12.304499626159668,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u59.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u59.wav
train,p01,u60,노 전 실장은 십 육 일 검찰 조사를 받을 것으로 알려졌지만 노 전 실장 측이 조사일정 조율을 요구하면서 이날로 순연됐다,8.598875045776367,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u60.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u60.wav
train,p01,u61,노 전 실장은 북한 어민 두 명이 해군에 나포됐던 이천 십 구 년 십 일 월 당시 청와대 대책회의를 주재해 이들에 대한 북송을 결정했다는 의혹을 받고 있다,11.821999549865723,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u61.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u61.wav
train,p01,u62,탈북자에 대한 북송 결정은 정부 합동조사단 조사를 거치는데 문재인 정부의 북송 결정으로 조사가 중단됐고 이들의 북송 결정이 내려졌다,10.009249687194824,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u62.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u62.wav
train,p01,u63,지난 팔 월 국민의힘 국가안보문란 실태조사 티에프는 이런 내용을 토대로 노 전 실장을 직권남용과 불법체포 감금 등 혐의로 고발했다,11.31987476348877,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u63.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u63.wav
train,p01,u64,이연희가 카카오티비 결혼백서로 로코 여신의 컴백을 알렸다,4.863999843597412,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u64.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u64.wav
train,p01,u65,배우 이연희가 드라마 컴백작 카카오티비 결혼백서의 성공적인 첫 출발을 시작했다,6.293375015258789,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u65.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u65.wav
train,p01,u66,결혼백서는 동화 속 해피엔딩처럼 고생 끝 행복 시작일 것만 같았던 삼십 대 커플의 결혼 준비 과정에서 펼쳐지는 좌충우돌 공감 현실 로맨스다,9.540749549865723,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u66.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u66.wav
train,p01,u67,이십 삼 일 방송분에서는 준형과 결혼을 생각한다는 말에 쏟아지는 세속적인 조언들이 신경 쓰여 속앓이 하는 나은의 모습이 그려졌다,8.720624923706055,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u67.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u67.wav
train,p01,u68,와중에 결혼 얘기만 나왔다 하면 의도적으로 피하는 준형의 태도는 나은을 멘붕으로 빠뜨린다,6.166250228881836,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u68.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u68.wav
train,p01,u69,하지만 결국 이 모든 것들이 준형의 서프라이즈 프로포즈였다는 것을 알게 된 나은은 함박웃음을 지으며 프로포즈를 수락 이 년 연애의 해피엔딩을 맞이했다,10.760375022888184,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u69.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u69.wav
train,p01,u70,이연희는 똑 부러지고 야무진 예비 신부 김나은으로 완벽한 변신 첫 등장부터 러블리한 비주얼로 로코 여신의 면모를 여과 없이 보여주며 시청자들을 매료시켰다,11.085874557495117,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u70.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u70.wav
train,p01,u71,특히 캐릭터와 완벽 싱크로율을 자랑하며 맞춤 연기로 한층 몰입도를 선사했다,5.865250110626221,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u71.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u71.wav
train,p01,u72,솔직하고 당당한 현명하고 똑 부러진 캐릭터의 설정에 이연희의 매력을 더해 완성한 사랑을 할 수밖에 없는 여자 김나은 의 존재를 시청자들에게 부각시켰다,11.719499588012695,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u72.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u72.wav
train,p01,u73,이십 삼 일 첫 방송을 시작한 카카오티비 오리지널 결혼백서는 매주 월 화 수 오후 일곱 시 카카오티비를 통해 공개된다,8.623374938964844,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/throat/train/p01_u73.wav,/home/dl-box3/kasuga/bone-conduction-research/scripts/../data/raw/taps/acoustic/train/p01_u73.wav
