condition,speaker_id,sentence_id,reference,hypothesis,cer
baseline_throat,p00,u23,한편이번대회는코로나일구가발생하기전인지난이천십구년을마지막으로그동안열리지못하다가정부의거리두기해제정책에따라삼년만에다시개최됐다,삼편이번대회는코로나19가발생하기전인지난2019년을마지막으로그동안열리지못하다가정부의거리두기세계정책에따라3년만에다시개최됐다.,0.1667
baseline_throat,p00,u24,자신의아내를성폭행했다고오해해직장동료를흉기로찔러살해한혐의를받는사십대공무직직원이재판에넘겨졌다,자신의아내를성폭행했다고외에직장공료를흥기로찔러사례한혐의를받은40대공무직직원이재판에넘겨졌다.,0.2245
baseline_throat,p00,u25,이일법조계에따르면인천지검은살인및도로교통법상음주운전혐의로인천옹진군청소속공무직직원에이씨를구속기소했다,"이법적에따르면은천시검은탈인및도로교통법상은준전혐의로은천,웅중,근처,소속,공무원시검레이쓰을계속기소했다.",0.4906
baseline_throat,p00,u26,해당사건은인천지법형사십오부에배당됐으며아직첫기일은정해지지않았다,해당사건은인천지법상사15부에배당되시며아직첫지휘론정해지지않았다.,0.2727
baseline_throat,p00,u27,앞서에이씨에대한구속전피의자심문을진행한김현덕인천지법영장전담부장판사는피의자가도망할우려가있다며구속영장을발부했다,앞서ATA에대한구속전피의자신문을진행한신선덕인천지범영광전당부장판사는피의자가조마와룰어가있다며구속영장을발부했다.,0.2586
baseline_throat,p00,u28,에이씨는영장실질심사에출석하기전피해자에게할말없느냐는취재진의질문에죄송하다죽을죄를지었다고작은목소리로답했다,"A진의영장실질심사에출석한이전,피해자에게할말없는야는시재진의질문에죄송하다,죽을때를지었다,그작은목소리로답했다.",0.2727
baseline_throat,p00,u29,그는지난달십이일영시오분께한도로에서면사무소동료인공무직직원비씨의복부부위를흉기로찔러살해한혐의를받고있다,그는지난달10일0시5분께한도로에서런사무소종료인공무직지검PC의복지기위를풍기로질러살해한혐의를받고있다.,0.283
baseline_throat,p00,u30,에이씨는범행당일오후비씨를포함해지인들과함께고깃집에서술을마신후자기집에서다같이술자리를또가졌던것으로조사됐다,A씨는범행장에우유삐삐를포함해기인들과함께고기집에서술을마신후자기집에서다같이술자리를또가졌던것으로조사됐다.,0.2
baseline_throat,p00,u31,이후일행이모두귀가한뒤에이씨는잠긴방안에서옷을벗은채잠든아내를보고술김에비씨가자기아내를성폭행했다고오해한것으로파악됐다,"이후일행이모두비가안뒤,A씨는잠긴방안에서옷을벗은채잠된아내를보고,슬픔의B씨가자기아내를성숙행했다고오해한것으로파악됐다.",0.2
baseline_throat,p00,u32,경찰조사에서에이씨는평소보다술을많이마셔서술김에비씨를오해했다고진술했다,"경찰조사에서에이씨는평소보다술을많이마셔서술금의bp를우회했다,부진술했다.",0.25
baseline_throat,p00,u33,에이씨의아내도참고인조사에서비씨에게성폭행을당한사실이없다고밝힌것으로전해졌다,H.C.A.안에도창구인조사에서H.C.A.에게서후퇴할사실이없다고밝힌것으로전해졌다.,0.5897
baseline_throat,p00,u34,경북칠곡군이민간위탁을통해운영중인칠곡보야외물놀이장이인기를끌고있다,영북풀북군은민간리탑을통해운영중은풀북부야외물놀이장을은기를끌고있다.,0.3824
baseline_throat,p00,u35,임종진씨는민결윤결쌍둥이자녀와올여름에만두번째칠곡보야외물놀이장을찾았다,"인종중필에는윤결,윤결,쌍둥이자료와올여름에만두번째치국구야외물놀이장을찾았다.",0.3333
baseline_throat,p00,u36,사인가족기준이만원이면수영장은물론각종물놀이부대시설을마음껏이용할수있기때문이다,"4인가족기준2만원이면수영장의물론,각종물놀이두대기사를마음껏이용할수있기때문이다.",0.225
baseline_throat,p00,u37,입장료이외는별도의비용이발생하지않는등사설물놀이장보다저렴한가격은물론다양한부대시설과매점판매음식물이저렴하기때문이다,입장류위에는별도의비용이발생하지않는등사설물론이장보다저렴한가격은물론다양한부대시설과애전판매음성물이저렴하기때문이다.,0.1356
baseline_throat,p00,u38,물놀이장에는대형풀다섯개중형풀두개워터슬라이드에어바운드기차오토바이등이마련돼있다,"물놀이장에는대형풀5개,증형풀2개,워터클라이드,에어바운드,기차,오토바이등이마련돼있다.",0.2683
baseline_throat,p00,u39,이용편의를위해몽골텐트차광막테이블피크닉존매점푸드존샤워실탈의실화장실등의부대시설도갖춰져있다,"이용편의를위해몽골텐츠,차가워막,테이블,스키닉존,매점,푸드존,샤워실,탈의실,화장실등의부대시설로갖춰져있다.",0.3191
baseline_throat,p00,u40,이용요금은십사세이상일만이천원어린이팔천원이며칠곡군민은오십퍼센트할인된다,"이용요금은14세이상12,000원,어린이8,000원이며철구경위는50%확인된다.",0.7027
baseline_throat,p00,u41,다른지역방문객도오천원으로오십퍼센트할인권구매가가능해이만오천원이면사인가족이이용할수있다,"다른지역다운은게또5천원으로50%할인꽃구매가가능해25,000원이면4인가족이이용할수있다.",0.4444
baseline_throat,p00,u42,광역동체제로행정구역이개편돼열곳으로줄었던경기부천지역사전투표소가오는삼월대선을앞두고서른여섯곳으로원상복구된다,"방역동체제로행정부역이개판돼10곳으로죽었던경기,부찬지역화전특혀소가오늘은3월대선을앞두고36곳으로원상목부된다.",0.375
baseline_throat,p00,u43,십이일부천시와선거관리위원회에따르면지난십일일열린국회본회의에서서영석더불어민주당의원이대표발의한공직선거법일부개정법률안이가결됐다,12일부천시와선거관리위원회에따르면지난11일열린국회본회의에서서영석더불어민주당의원이대표발의한공직선거법일부개정섭리라니다결됐다.,0.1515
baseline_throat,p00,u44,이법률안에는행정구역개편으로읍면동수가줄어든경우개편직전의수를기준으로사전투표소를설치하고선거사무원을선임하는내용이담겼다,"이법률안에는행정우역개편으로읍,면,동,수가줄어든경우개편직전의수를기준으로사전수표서를설치하고선거사무원을선임하는내용이담겼다.",0.1148
baseline_throat,p00,u45,개정된법안은오는십오일공포와동시에시행돼삼월구일열리는제이십대대통령선거부터적용될예정이다,"개정된법안은오늘15일공수와동시에시행돼3월9일연료는月20일,대통령선거부터적용될예정이다.",0.3111
baseline_throat,p00,u46,앞서부천시는지난이천십구년광역동체제로전환하면서기존서른여섯개행정동이열곳으로대폭축소됐다,앞서구천실은지난2019년강역동세계로전환하면서기존36개흥정등이10곳으로대폭축소됐다.,0.4222
baseline_throat,p00,u47,이에따라사전투표소수도열개로축소돼지난이천이십년제이십일대총선당시주민들이멀리떨어진투표소까지찾아가야하는불편을겪었다,이에따라사전특표소수도10개로축소돼지난2021년제21대총선당시주민들이멀리떨어진특표소까지찾아가야하는불편을겪었다.,0.2034
baseline_throat,p00,u48,이영향으로부천지역사전투표율은전국기초지자체가운데두번째로낮았고참정권침해논란이일기도했다,이영향으로부천지역사전투표율은경북기초지자체가운데두번째로맞았고참정권팀의논란이일기도했다.,0.1333
baseline_throat,p00,u49,부천시선관위는대선때사전투표소가원활하게운영되도록잘준비하겠다고밝혔다,구천시성관이는개선대사전수표소가원활하게운영되도록잘준비하겠다.고밝혔다.,0.2286
