utt,spk,cond,hyp
p00_u01,p00,mix1.50,이날 회의인은 시 부산교통공사 시내 마을버스 운송 사업 조합 등이 참석해 안전 확보 추진 상황 변건과 안전 관리 강화 방안을 함께 모색했다
p00_u01,p00,taps_lpf3k,이난순위는 시 부산교통공사 시내 마을버스 운송 사업 조합 등이 참석해 안전 확보 추진 상황 전공과 안전관리 광화방안을 함께 모색했다
p00_u01,p00,taps_lpf4k,이난순위는 시 부산교통공사 시 내 마을버스 운송 사업 조합 등이 참석해 안전 확보 추진 상황 전공과 안전 관리 광화방안을 함께 모색했다
p00_u01,p00,taps_lpf5k,이난순위는 시 부산교통공사 시인의 마을버스 운송 사업 조합 등이 참석해 안전 확보 추진 상황 전공과 안전 관리 광화방안을 함께 모색했다
p00_u01,p00,taps_lpf6k,이난순위는 시 부산교통공사 시내 마을버스 운송 사업 조합 등이 참석해 안전 확보 추진 상황 전공과 안전 관리 광화방안을 함께 모색했다
p00_u01,p00,taps_lpf7k,이난순위는 시 부산교통공사 시내 마을버스 운송 사업 조합 등이 참석해 안전 확보 추진 상황 전공과 안전관리 강화 방안을 함께 모색했다
p00_u01,p00,ce_lpf3k,이난 수임위는 시 부산교통공사 시내 마을버스 운송 사업 조합 등이 삼 석회 안전 확보 추진 상황 전공과 안전 관리 강화 방안을 함께 모색했다
p00_u01,p00,ce_lpf4k,이날 회의는 시 부산교통공사 시내 마을버스 운송 사업 조합 등이 삼 석회 안전 확보 추진 상황 점검과 안전 관리 강화 방안을 함께 모색했다
p00_u01,p00,ce_lpf5k,이날 회의는 시 부산교통공사 시내 마을버스 운송 사업 조합 등이 삼석해 안전 확보 추진 상황 점검과 안전 관리 강화 방안을 함께 모색했다
p00_u01,p00,ce_lpf6k,이날 회의는 시 부산교통공사 시내 마을버스 운송 사업 조합 등이 삼석해 안전 확보 추진 상황 경건과 안전 관리 강화 방안을 함께 모색했다
p00_u01,p00,ce_lpf7k,이날 회의는 시 부산교통공사 시내 마을버스 운송 사업 조합 등이 삼석해 안전 확보 추진 상황 경건과 안전 관리 강화 방안을 함께 모색했다
p00_u01,p00,taps_notch,이날순위는 시 부산교통공사 시내 마을버스 운송 사업 조합 등이 참석해 안전 확보 추진상황 전공과 안전관리 강화 방안을 함께 모색했다
p00_u01,p00,ce_notch,이날 수임위는 시 부산교통공사 시내 마을버스 운송 사업 조합 등이 삼석해 안전 확보 추진상황 경건과 안전관리 강화방안을 함께 모색했다
p00_u01,p00,hyb_tapsLow_ceHigh,이낯은이는 시 부산교통공사 시내 마을버스 운송 사업 조합 등이 참석해 안전 확보 추진 상황 전공과 안전 관리 광화방안을 함께 모색했다
p00_u01,p00,hyb_ceLow_tapsHigh,이날 회의는 시 부산교통공사 시내 마을버스 운송 사업 조합 등이 참석해 안전 확보 추진상황 경건과 안전관리 강화 방안을 함께 모색했다
p00_u02,p00,mix0.00,도시철도는 정원 백 이십 명인 황칸 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원에 관리가 필요하다
p00_u02,p00,mix0.25,도시철도는 정원 백 이십 명인 황판 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원에 관리가 필요하다
p00_u02,p00,mix0.50,도시철도는 정원 백 이십 명인 황판 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원에 관리가 필요하다
p00_u02,p00,mix0.75,도시철도는 정원 백 이십 명인 황판 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원의 관리가 필요하다
p00_u02,p00,mix1.00,도시철도는 정원 백 이십 명인 상판 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원에 관리가 필요하다
p00_u02,p00,mix1.25,도시철도는 정원 백 이십 명인 상판 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원에 관리가 필요하다
p00_u02,p00,mix1.50,도시철도는 정원 백 이십 명인 상판 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원에 관리가 필요하다
p00_u02,p00,taps_lpf3k,도시철도는 정원 백 이십 명인 황판 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원에 관리가 필요하다
p00_u02,p00,taps_lpf4k,도시철도는 정원 백 이십 명인 황판 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원에 관리가 필요하다
p00_u02,p00,taps_lpf5k,도시철도는 정원 백 이십 명인 황판 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원에 관리가 필요하다
p00_u02,p00,taps_lpf6k,도시철도는 정원 백 이십 명인 황판 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원에 관리가 필요하다
p00_u02,p00,taps_lpf7k,도시철도는 정원 백 이십 명인 황판 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원에 관리가 필요하다
p00_u02,p00,ce_lpf3k,도시철도는 정원 백 이십 명인 상판 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원에 관리가 필요하다
p00_u02,p00,ce_lpf4k,도시철도는 정원 백 이십 명인 상판 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원에 관리가 필요하다
p00_u02,p00,ce_lpf5k,도시철도는 정원 백 이십 명인 상판 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원에 관리가 필요하다
p00_u02,p00,ce_lpf6k,도시철도는 정원 백 이십 명인 상판 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원에 관리가 필요하다
p00_u02,p00,ce_lpf7k,도시철도는 정원 백 이십 명인 상판 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원에 관리가 필요하다
p00_u02,p00,taps_notch,도시철도는 정원 백 이십 명인 황칸 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원에 관리가 필요하다
p00_u02,p00,ce_notch,도시철도는 병원 백 이십 명인 상판 차량에 백 팔십 명이 탐승했을 경우 혼잡한 상태로 승무원에 관리가 필요하다
p00_u02,p00,hyb_tapsLow_ceHigh,도시철도는 정원 백 이십 명인 황판 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원에 관리가 필요하다
p00_u02,p00,hyb_ceLow_tapsHigh,도시철도는 정원 백 이십 명인 황판 차량에 백 팔십 명이 탐승했을 경우 혼자 판 상태로 승무원에 관리가 필요하다
p00_u03,p00,mix0.00,부산시는 출퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 네 배 수준으로 수족권과 달리 승차의 크게 어려움을 펼지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,mix0.25,부산시는 출퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 네 배 수준으로 수족권과 달리 승차의 크게 어려움을 겪지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,mix0.50,부산시는 출퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 네 배 수준으로 수족권과 달리 승차의 크게 어려움을 겪지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,mix0.75,부산시는 출 퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 네 회 수준으로 수족권과 달리 승차의 크게 어려움을 겪지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,mix1.00,부산시는 출 퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 내외 수준으로 수조권과 달리 승차의 크게 어려움을 겪게 앉는 수준에서 안전하게 관리되고 있다
p00_u03,p00,mix1.25,부산시는 출 퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 내외 수준으로 수조권과 달리 승차의 크게 어려움을 갖지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,mix1.50,부산시는 출 퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 내외 수준으로 수족공간 달리 승차의 크게 어려움을 갖지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,taps_lpf3k,부산시는 출퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 내외 수준으로 수족권과 달리 승차의 크게 어려움을 벗지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,taps_lpf4k,부산시는 출퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 네 배 수준으로 수족권과 달리 승차의 크게 어려움을 받지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,taps_lpf5k,부산시는 출퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 네 배 수준으로 수족권과 달리 승차의 크게 어려움을 받지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,taps_lpf6k,부산시는 출퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 네 배 수준으로 수족권과 달리 승차의 크게 어려움을 펼지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,taps_lpf7k,부산시는 출퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 네 배 수준으로 수족권과 달리 승차의 크게 어려움을 펼지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,ce_lpf3k,부산시는 출퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 내외 수준으로 수족공간 달리 승차의 크게 어려움을 겪지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,ce_lpf4k,부산시는 출퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 네 회 수준으로 수족공간 달리 승차의 크게 어려움을 겪지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,ce_lpf5k,부산시는 출 퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 네 회 수준으로 수족공간 달리 승차의 크게 어려움을 겪지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,ce_lpf6k,부산시는 출 퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 내외 수준으로 수족공간 달리 승차의 크게 어려움을 겪지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,ce_lpf7k,부산시는 출 퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 내외 수준으로 수족공간 달리 승차의 크게 어려움을 겪게 앉는 수준에서 안전하게 관리되고 있다
p00_u03,p00,taps_notch,부산시는 출퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 네 배 수준으로 수족권과 달리 승차의 크게 어려움을 펼지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,ce_notch,부산시는 출 퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 내외 수준으로 수족권과 달리 승차의 크게 어려움을 겪지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,hyb_tapsLow_ceHigh,부산시는 출퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 내외 수준으로 수족권과 달리 승차의 크게 어려움을 받지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,hyb_ceLow_tapsHigh,부산시는 출 퇴근 시간 최대 순간 혼잡도가 백 이십 퍼센트 네 회 수준으로 수족권과 달리 승차의 크게 어려움을 겪지 않는 수준에서 안전하게 관리되고 있다
p00_u04,p00,mix0.00,시는 최근 비티에스 공연과 같이 일시적으로 혼잡도 상승이 예상되는 행사는 빔차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,mix0.25,시는 최근 비티에스 공연과 같이 일시적으로 혼잡도 상승이 예상되는 행사는 빔차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,mix0.50,시는 최근 비티에스 공연과 같이 인시적으로 혼잡도 상승이 예상되는 행사는 빈차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,mix0.75,시는 최근 비티에스 공연과 같이 인시적으로 혼잡도 상승이 예상되는 행사는 빈차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,mix1.00,시는 최근 비티에스 공연과 같이 인시적으로 혼잡도 상승이 예상되는 행사는 빈차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,mix1.25,시는 최근 비티에스 공연과 같이 인시적으로 혼잡도 상숨이 예상되는 행사는 빈차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,mix1.50,시는 최근 비티에스 공연과 같이 인시적으로 혼잡도 상숨이 예상되는 행사는 빈차 추가 투입 유정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,taps_lpf3k,시는 최근 비티에스 공연과 같이 일시적으로 혼잡도 상승이 예상되는 행사는 빔차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,taps_lpf4k,시는 최근 비티에스 공연과 같이 일시적으로 혼잡도 상승이 예상되는 행사는 빔차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,taps_lpf5k,시는 최근 비티에스 공연과 같이 일시적으로 혼잡도 상승이 예상되는 행사는 빔차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,taps_lpf6k,시는 최근 비티에스 공연과 같이 일시적으로 혼잡도 상승이 예상되는 행사는 빔차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,taps_lpf7k,시는 최근 비티에스 공연과 같이 일시적으로 혼잡도 상승이 예상되는 행사는 빔차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,ce_lpf3k,시는 최근 비티에스 공연과 같이 인시적으로 혼잡도 상승이 예상되는 행사는 빈차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,ce_lpf4k,시는 최근 비티에스 공연과 같이 인시적으로 혼잡도 상승이 예상되는 행사는 빈차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,ce_lpf5k,시는 최근 비티에스 공연과 같이 인시적으로 혼잡도 상승이 예상되는 행사는 빈차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,ce_lpf6k,시는 최근 비티에스 공연과 같이 인시적으로 혼잡도 상승이 예상되는 행사는 빈차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,ce_lpf7k,시는 최근 비티에스 공연과 같이 인시적으로 혼잡도 상숨이 예상되는 행사는 빈차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,taps_notch,시는 최근 비티에스 공연과 같이 일시적으로 혼잡도 상승이 예상되는 행사는 빈차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,ce_notch,시는 최근 비티에스 공연과 같이 인시적으로 혼잡도 상승이 예상되는 행사는 빈차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,hyb_tapsLow_ceHigh,시는 최근 비티에스 공연과 같이 일시적으로 혼잡도 상승이 예상되는 행사는 빔차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,hyb_ceLow_tapsHigh,시는 최근 비티에스 공연과 같이 인시적으로 혼잡도 상숨이 예상되는 행사는 빈차 추가 투입 무정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u05,p00,mix0.00,또 현재 운영되고 있는 부산교통공사 운행관재 현장조치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안정관리를 기속적으로 해나갈 방침이다
p00_u05,p00,mix0.25,또 현재 운영되고 있는 부산교통공사 운행관재 현장조치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안정관리를 기속적으로 해나갈 방침이다
p00_u05,p00,mix0.50,또 현재 운영되고 있는 부산교통공사 운행관재 현장조치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안전관리를 기속적으로 해나갈 방침이다
p00_u05,p00,mix0.75,또 현재 운영되고 있는 부산교통공사 운행관제 현장조치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안전관리를 기속적으로 해나갈 방침이다
p00_u05,p00,mix1.00,또 현재 운영되고 있는 부산교통공사 운행관제 현장 조치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안전관리를 기속적으로 해나갈 방침이다
p00_u05,p00,mix1.25,또 현재 운영되고 있는 부산교통공사 운행관제 현장조치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안전관리를 기속적으로 해나갈 방침이다
p00_u05,p00,mix1.50,또 현재 운영되고 있는 부산교통공사 운행관제 현장조치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안전관리를 기속적으로 해나갈 방침이다
p00_u05,p00,taps_lpf3k,또 현재 운영되고 있는 부상교통공사 운행관제 현장조치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안전관리를 기속적으로 해나갈 방침이다
p00_u05,p00,taps_lpf4k,또 현재 운영되고 있는 부상교통공사 운행관재 현장조치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안전관리를 기속적으로 해나갈 방침이다
p00_u05,p00,taps_lpf5k,또 현재 운영되고 있는 부산교통공사 운행관재 현장조치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안정관리를 기속적으로 해나갈 방침이다
p00_u05,p00,taps_lpf6k,또 현재 운영되고 있는 부산교통공사 운행관제 현장조치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안정관리를 기속적으로 해나갈 방침이다
p00_u05,p00,taps_lpf7k,또 현재 운영되고 있는 부산교통공사 운행관재 현장조치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안정관리를 기속적으로 해나갈 방침이다
p00_u05,p00,ce_lpf3k,또 현재 운영되고 있는 부산교통공사 운행관재 현장주치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안전관리를 기속적으로 해나갈 방침이다
p00_u05,p00,ce_lpf4k,또 현재 운영되고 있는 부산교통공사 운행관재 현장주치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안전관리를 기속적으로 해나갈 방침이다
p00_u05,p00,ce_lpf5k,또 현재 운영되고 있는 부산교통공사 운행관재 현장 조치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안전관리를 기속적으로 해나갈 방침이다
p00_u05,p00,ce_lpf6k,또 현재 운영되고 있는 부산교통공사 운행관재 현장 조치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안전관리를 기속적으로 해나갈 방침이다
p00_u05,p00,ce_lpf7k,또 현재 운영되고 있는 부산교통공사 운행관제 현장 조치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안전관리를 기속적으로 해나갈 방침이다
p00_u05,p00,taps_notch,또 현재 운영되고 있는 부산교통공사 운행관재 현장조치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안정관리를 기속적으로 해나갈 방침이다
p00_u05,p00,ce_notch,또 현재 운영되고 있는 부산교통공사 운행관제 현장조치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안전관리를 지속적으로 해나갈 방침이다
p00_u05,p00,hyb_tapsLow_ceHigh,또 현재 운영되고 있는 부상교통공사 운행관재 현장조치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안전관리를 기속적으로 해나갈 방침이다
p00_u05,p00,hyb_ceLow_tapsHigh,또 현재 운영되고 있는 부산교통공사 운행관재 현장조치 매뉴얼 등 관련 매뉴얼을 전면 재검점에 안전관리를 기속적으로 해나갈 방침이다
p00_u06,p00,mix0.00,시내마을버스는 출퇴근 시간 때 일부 노선을 제외하고는 대부분의 노선이 혼잡도가 낮아 현재는 승화차에 어려움 없이 안전하게 관리되고 있다
p00_u06,p00,mix0.25,시내마을버스는 출퇴근 시간 때 일부 노선을 제외하고는 대부분의 노선이 혼잡도가 낮아 현재는 승화차에 어려움 없이 안전하게 관리되고 있다
p00_u06,p00,mix0.50,시내마을버스는 출퇴근 시간 때 일부 노선을 제외하고는 대부분의 노선이 혼잡도가 낮아 현재는 승화차에 어려움 없이 안전하게 관리되고 있다
p00_u06,p00,mix0.75,시내마을버스는 출퇴근 시간 때 일부 노선을 제외하고는 대부분의 노선이 혼잡도가 낮아 현재는 승화차에 어려움 없이 안전하게 관리되고 있다
p00_u06,p00,mix1.00,시내마을버스는 출퇴근 시간 때 일부 노선을 제외하고는 대부분의 노선이 혼잡도가 낮아 현재는 승화차에 어려움 없이 안전하게 관리되고 있다
p00_u06,p00,mix1.25,시내마을버스는 출퇴근 시간 때 일부 노선을 제외하고는 대부분의 노선이 혼잡도가 낮아 현재는 승화차에 어려움 없이 안전하게 관리되고 있다
p00_u06,p00,mix1.50,시내마을버스는 출퇴근 시간 때 일부 노선을 제외하고는 대부분의 노선이 혼잡도가 낮아 현재는 승화차에 어려움 없이 안전하게 관리되고 있다
p00_u06,p00,taps_lpf3k,신해 마을버스는 출퇴근 시간 때 일부 노선을 제외하고는 대부분의 노선이 혼접도가 낮아 현재는 승화차에 어려움 없이 안전하게 관리되고 있다
p00_u06,p00,taps_lpf4k,시내 마을버스는 출퇴근 시간 때 일부 노선을 제외하고는 대부분의 노선이 혼접도가 낮아 현재는 승화차에 어려움 없이 안전하게 관리되고 있다
p00_u06,p00,taps_lpf5k,시내 마을버스는 출퇴근 시간 때 일부 노선을 제외하고는 대부분의 노선이 혼잡도가 낮아 현재는 승화차에 어려움 없이 안전하게 관리되고 있다
p00_u06,p00,taps_lpf6k,시내 마을버스는 출퇴근 시간 때 일부 노선을 제외하고는 대부분의 노선이 혼잡도가 낮아 현재는 승화차에 어려움 없이 안전하게 관리되고 있다
p00_u06,p00,taps_lpf7k,시내마을버스는 출퇴근 시간 때 일부 노선을 제외하고는 대부분의 노선이 혼잡도가 낮아 현재는 승화차에 어려움 없이 안전하게 관리되고 있다
p00_u06,p00,ce_lpf3k,시내마을버스는 출퇴근 시간 때 일부 노선을 제외하고는 대부분의 노선이 혼잡조가 낮아 현재는 승화차에 어려움 없이 안전하게 관리되고 있다
p00_u06,p00,ce_lpf4k,시내마을버스는 출퇴근 시간 때 일부 노선을 제외하고는 대부분의 노선이 혼잡도가 낮아 현재는 승화차에 어려움 없이 안전하게 관리되고 있다
p00_u06,p00,ce_lpf5k,시내마을버스는 출퇴근 시간 때 일부 노선을 제외하고는 대부분의 노선이 혼잡도가 낮아 현재는 승화차에 어려움 없이 안전하게 관리되고 있다
p00_u06,p00,ce_lpf6k,시내마을버스는 출퇴근 시간 때 일부 노선을 제외하고는 대부분의 노선이 혼잡도가 낮아 현재는 승화차에 어려움 없이 안전하게 관리되고 있다
p00_u06,p00,ce_lpf7k,시내마을버스는 출퇴근 시간 때 일부 노선을 제외하고는 대부분의 노선이 혼잡도가 낮아 현재는 승화차에 어려움 없이 안전하게 관리되고 있다
p00_u06,p00,taps_notch,시내마을버스는 출퇴근 시간 때 일부 노선을 제외하고는 대부분의 노선이 혼잡도가 낮아 현재는 승화차에 어려움 없이 안전하게 관리되고 있다
p00_u06,p00,ce_notch,시내마을버스는 출퇴근 시간 때 일부 노선을 제외하고는 대부분의 노선이 혼잡도가 낮아 현재는 승화차에 어려움 없이 안전하게 관리되고 있다
